Referenzstring|Style|Literaturtyp|BibTeX
"Wu, Z., Merrill, W., Peng, H., Beltagy, I., & Smith, N. A. (2023). Transparency helps reveal when language models learn meaning. Transactions of the Association for Computational Linguistics, 11, pp. 617–634. URL: https://aclanthology.org/2023.tacl-1.36, doi:10.1162/tacl_a_00565
"|apa|article|"@article{wu-etal-2023-transparency,
    title = ""Transparency Helps Reveal When Language Models Learn Meaning"",
    author = ""Wu, Zhaofeng  and
      Merrill, William  and
      Peng, Hao  and
      Beltagy, Iz  and
      Smith, Noah A."",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.36"",
    doi = ""10.1162/tacl_a_00565"",
    pages = ""617--634"",
}
"
"Liu, F., Emerson, G., & Collier, N. (2023). Visual spatial reasoning. Transactions of the Association for Computational Linguistics, 11, pp. 635–651. URL: https://aclanthology.org/2023.tacl-1.37, doi:10.1162/tacl_a_00566
"|apa|article|"@article{liu-etal-2023-visual,
    title = ""Visual Spatial Reasoning"",
    author = ""Liu, Fangyu  and
      Emerson, Guy  and
      Collier, Nigel"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.37"",
    doi = ""10.1162/tacl_a_00566"",
    pages = ""635--651"",
}
"
"McCoy, R. T., Smolensky, P., Linzen, T., Gao, J., & Celikyilmaz, A. (2023). How much do language models copy from their training data? evaluating linguistic novelty in text generation using RAVEN. Transactions of the Association for Computational Linguistics, 11, pp. 652–670. URL: https://aclanthology.org/2023.tacl-1.38, doi:10.1162/tacl_a_00567
"|apa|article|"@article{mccoy-etal-2023-much,
    title = ""How Much Do Language Models Copy From Their Training Data? Evaluating Linguistic Novelty in Text Generation Using {RAVEN}"",
    author = ""McCoy, R. Thomas  and
      Smolensky, Paul  and
      Linzen, Tal  and
      Gao, Jianfeng  and
      Celikyilmaz, Asli"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.38"",
    doi = ""10.1162/tacl_a_00567"",
    pages = ""652--670"",
}
"
"Riley, P., Dozat, T., Botha, J. A., Garcia, X., Garrette, D., Riesa, J., Firat, O., & Constant, N. (2023). FRMT: a benchmark for few-shot region-aware machine translation. Transactions of the Association for Computational Linguistics, 11, pp. 671–685. URL: https://aclanthology.org/2023.tacl-1.39, doi:10.1162/tacl_a_00568
"|apa|article|"@article{riley-etal-2023-frmt,
    title = ""{FRMT}: A Benchmark for Few-Shot Region-Aware Machine Translation"",
    author = ""Riley, Parker  and
      Dozat, Timothy  and
      Botha, Jan A.  and
      Garcia, Xavier  and
      Garrette, Dan  and
      Riesa, Jason  and
      Firat, Orhan  and
      Constant, Noah"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.39"",
    doi = ""10.1162/tacl_a_00568"",
    pages = ""671--685"",
}
"
"Song, L., Wang, A., Pan, X., Zhang, H., Yu, D., Jin, L., Mi, H., Su, J., Zhang, Y., & Yu, D. (2023). OpenFact: factuality enhanced open knowledge extraction. Transactions of the Association for Computational Linguistics, 11, pp. 686–702. URL: https://aclanthology.org/2023.tacl-1.40, doi:10.1162/tacl_a_00569
"|apa|article|"@article{song-etal-2023-openfact,
    title = ""{O}pen{F}act: Factuality Enhanced Open Knowledge Extraction"",
    author = ""Song, Linfeng  and
      Wang, Ante  and
      Pan, Xiaoman  and
      Zhang, Hongming  and
      Yu, Dian  and
      Jin, Lifeng  and
      Mi, Haitao  and
      Su, Jinsong  and
      Zhang, Yue  and
      Yu, Dong"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.40"",
    doi = ""10.1162/tacl_a_00569"",
    pages = ""686--702"",
}
"
"Petit, A. & Corro, C. (2023). On graph-based reentrancy-free semantic parsing. Transactions of the Association for Computational Linguistics, 11, pp. 703–722. URL: https://aclanthology.org/2023.tacl-1.41, doi:10.1162/tacl_a_00570
"|apa|article|"@article{petit-corro-2023-graph,
    title = ""On Graph-based Reentrancy-free Semantic Parsing"",
    author = ""Petit, Alban  and
      Corro, Caio"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.41"",
    doi = ""10.1162/tacl_a_00570"",
    pages = ""703--722"",
}
"
"Wang, Y., Chen, Q., Ahmed, M. H.M., Chen, Z., Su, J., Pan, W., & Li, Z. (2023). Supervised gradual machine learning for aspect-term sentiment analysis. Transactions of the Association for Computational Linguistics, 11, pp. 723–739. URL: https://aclanthology.org/2023.tacl-1.42, doi:10.1162/tacl_a_00571
"|apa|article|"@article{wang-etal-2023-supervised,
    title = ""Supervised Gradual Machine Learning for Aspect-Term Sentiment Analysis"",
    author = ""Wang, Yanyan  and
      Chen, Qun  and
      Ahmed, Murtadha H.M.  and
      Chen, Zhaoqiang  and
      Su, Jing  and
      Pan, Wei  and
      Li, Zhanhuai"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.42"",
    doi = ""10.1162/tacl_a_00571"",
    pages = ""723--739"",
}
"
"Qiang, J., Li, Y., Zhang, C., Li, Y., Zhu, Y., Yuan, Y., & Wu, X. (2023). Chinese idiom paraphrasing. Transactions of the Association for Computational Linguistics, 11, pp. 740–754. URL: https://aclanthology.org/2023.tacl-1.43, doi:10.1162/tacl_a_00572
"|apa|article|"@article{qiang-etal-2023-chinese-idiom,
    title = ""{C}hinese Idiom Paraphrasing"",
    author = ""Qiang, Jipeng  and
      Li, Yang  and
      Zhang, Chaowei  and
      Li, Yun  and
      Zhu, Yi  and
      Yuan, Yunhao  and
      Wu, Xindong"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.43"",
    doi = ""10.1162/tacl_a_00572"",
    pages = ""740--754"",
}
"
"Ma, X. & Gao, L. (2023). Evaluating transformer models and human behaviors on Chinese character naming. Transactions of the Association for Computational Linguistics, 11, pp. 755–770. URL: https://aclanthology.org/2023.tacl-1.44, doi:10.1162/tacl_a_00573
"|apa|article|"@article{ma-gao-2023-evaluating,
    title = ""Evaluating Transformer Models and Human Behaviors on {C}hinese Character Naming"",
    author = ""Ma, Xiaomeng  and
      Gao, Lingyu"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.44"",
    doi = ""10.1162/tacl_a_00573"",
    pages = ""755--770"",
}
"
"Murtadha, A., Pan, S., Bo, W., Su, J., Cao, X., Zhang, W., & Liu, Y. (2023). Rank-aware negative training for semi-supervised text classification. Transactions of the Association for Computational Linguistics, 11, pp. 771–786. URL: https://aclanthology.org/2023.tacl-1.45, doi:10.1162/tacl_a_00574
"|apa|article|"@article{murtadha-etal-2023-rank,
    title = ""Rank-Aware Negative Training for Semi-Supervised Text Classification"",
    author = ""Murtadha, Ahmed  and
      Pan, Shengfeng  and
      Bo, Wen  and
      Su, Jianlin  and
      Cao, Xinxin  and
      Zhang, Wenze  and
      Liu, Yunfeng"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.45"",
    doi = ""10.1162/tacl_a_00574"",
    pages = ""771--786"",
}
"
"Zhang, Y., Liu, Y., Yang, Z., Fang, Y., Chen, Y., Radev, D., Zhu, C., Zeng, M., & Zhang, R. (2023). MACSum: controllable summarization with mixed attributes. Transactions of the Association for Computational Linguistics, 11, pp. 787–803. URL: https://aclanthology.org/2023.tacl-1.46, doi:10.1162/tacl_a_00575
"|apa|article|"@article{zhang-etal-2023-macsum,
    title = ""{MACS}um: Controllable Summarization with Mixed Attributes"",
    author = ""Zhang, Yusen  and
      Liu, Yang  and
      Yang, Ziyi  and
      Fang, Yuwei  and
      Chen, Yulong  and
      Radev, Dragomir  and
      Zhu, Chenguang  and
      Zeng, Michael  and
      Zhang, Rui"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.46"",
    doi = ""10.1162/tacl_a_00575"",
    pages = ""787--803"",
}
"
"Chen, Y. & Eger, S. (2023). MENLI: robust evaluation metrics from natural language inference. Transactions of the Association for Computational Linguistics, 11, pp. 804–825. URL: https://aclanthology.org/2023.tacl-1.47, doi:10.1162/tacl_a_00576
"|apa|article|"@article{chen-eger-2023-menli,
    title = ""{MENLI}: Robust Evaluation Metrics from Natural Language Inference"",
    author = ""Chen, Yanran  and
      Eger, Steffen"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.47"",
    doi = ""10.1162/tacl_a_00576"",
    pages = ""804--825"",
}
"
"Treviso, M., Lee, J.-U., Ji, T., van Aken, B., Cao, Q., Ciosici, M. R., Hassid, M., Heafield, K., Hooker, S., Raffel, C., Martins, P. H., Martins, A. F. T., Forde, J. Z., Milder, P., Simpson, E., Slonim, N., Dodge, J., Strubell, E., Balasubramanian, N., Derczynski, L., et al. (2023). Efficient methods for natural language processing: a survey. Transactions of the Association for Computational Linguistics, 11, pp. 826–860. URL: https://aclanthology.org/2023.tacl-1.48, doi:10.1162/tacl_a_00577
"|apa|article|"@article{treviso-etal-2023-efficient,
    title = ""Efficient Methods for Natural Language Processing: A Survey"",
    author = ""Treviso, Marcos  and
      Lee, Ji-Ung  and
      Ji, Tianchu  and
      van Aken, Betty  and
      Cao, Qingqing  and
      Ciosici, Manuel R.  and
      Hassid, Michael  and
      Heafield, Kenneth  and
      Hooker, Sara  and
      Raffel, Colin  and
      Martins, Pedro H.  and
      Martins, Andr{\'e} F. T.  and
      Forde, Jessica Zosa  and
      Milder, Peter  and
      Simpson, Edwin  and
      Slonim, Noam  and
      Dodge, Jesse  and
      Strubell, Emma  and
      Balasubramanian, Niranjan  and
      Derczynski, Leon  and
      Gurevych, Iryna  and
      Schwartz, Roy"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.48"",
    doi = ""10.1162/tacl_a_00577"",
    pages = ""826--860"",
}
"
"Rennard, V., Shang, G., Hunter, J., & Vazirgiannis, M. (2023). Abstractive meeting summarization: a survey. Transactions of the Association for Computational Linguistics, 11, pp. 861–884. URL: https://aclanthology.org/2023.tacl-1.49, doi:10.1162/tacl_a_00578
"|apa|article|"@article{rennard-etal-2023-abstractive,
    title = ""Abstractive Meeting Summarization: A Survey"",
    author = ""Rennard, Virgile  and
      Shang, Guokan  and
      Hunter, Julie  and
      Vazirgiannis, Michalis"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.49"",
    doi = ""10.1162/tacl_a_00578"",
    pages = ""861--884"",
}
"
"Hu, J., Levy, R., Degen, J., & Schuster, S. (2023). Expectations over unspoken alternatives predict pragmatic inferences. Transactions of the Association for Computational Linguistics, 11, pp. 885–901. URL: https://aclanthology.org/2023.tacl-1.50, doi:10.1162/tacl_a_00579
"|apa|article|"@article{hu-etal-2023-expectations,
    title = ""Expectations over Unspoken Alternatives Predict Pragmatic Inferences"",
    author = ""Hu, Jennifer  and
      Levy, Roger  and
      Degen, Judith  and
      Schuster, Sebastian"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.50"",
    doi = ""10.1162/tacl_a_00579"",
    pages = ""885--901"",
}
"
"Arora, S., Lewis, P., Fan, A., Kahn, J., & Ré, C. (2023). Reasoning over public and private data in retrieval-based systems. Transactions of the Association for Computational Linguistics, 11, pp. 902–921. URL: https://aclanthology.org/2023.tacl-1.51, doi:10.1162/tacl_a_00580
"|apa|article|"@article{arora-etal-2023-reasoning,
    title = ""Reasoning over Public and Private Data in Retrieval-Based Systems"",
    author = ""Arora, Simran  and
      Lewis, Patrick  and
      Fan, Angela  and
      Kahn, Jacob  and
      R{\'e}, Christopher"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.51"",
    doi = ""10.1162/tacl_a_00580"",
    pages = ""902--921"",
}
"
"Zheng, B., Xia, P., Yarmohammadi, M., & Van Durme, B. (2023). Multilingual coreference resolution in multiparty dialogue. Transactions of the Association for Computational Linguistics, 11, pp. 922–940. URL: https://aclanthology.org/2023.tacl-1.52, doi:10.1162/tacl_a_00581
"|apa|article|"@article{zheng-etal-2023-multilingual,
    title = ""Multilingual Coreference Resolution in Multiparty Dialogue"",
    author = ""Zheng, Boyuan  and
      Xia, Patrick  and
      Yarmohammadi, Mahsa  and
      Van Durme, Benjamin"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.52"",
    doi = ""10.1162/tacl_a_00581"",
    pages = ""922--940"",
}
"
