Referenzstring|Style|Literaturtyp|BibTeX
"Sachan, Devendra Singh, Lewis, Mike, Yogatama, Dani, Zettlemoyer, Luke, Pineau, Joelle, and Zaheer, Manzil. ""Questions are all you need to train a dense passage retriever."" Transactions of the Association for Computational Linguistics (2023): 600–616. URL: https://aclanthology.org/2023.tacl-1.35, doi:10.1162/tacl_a_00564
"|mla|article|"@article{sachan-etal-2023-questions,
    title = ""Questions Are All You Need to Train a Dense Passage Retriever"",
    author = ""Sachan, Devendra Singh  and
      Lewis, Mike  and
      Yogatama, Dani  and
      Zettlemoyer, Luke  and
      Pineau, Joelle  and
      Zaheer, Manzil"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.35"",
    doi = ""10.1162/tacl_a_00564"",
    pages = ""600--616"",
}
"
"Wu, Zhaofeng, Merrill, William, Peng, Hao, Beltagy, Iz, and Smith, Noah A. ""Transparency helps reveal when language models learn meaning."" Transactions of the Association for Computational Linguistics (2023): 617–634. URL: https://aclanthology.org/2023.tacl-1.36, doi:10.1162/tacl_a_00565
"|mla|article|"@article{wu-etal-2023-transparency,
    title = ""Transparency Helps Reveal When Language Models Learn Meaning"",
    author = ""Wu, Zhaofeng  and
      Merrill, William  and
      Peng, Hao  and
      Beltagy, Iz  and
      Smith, Noah A."",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.36"",
    doi = ""10.1162/tacl_a_00565"",
    pages = ""617--634"",
}
"
"Liu, Fangyu, Emerson, Guy, and Collier, Nigel. ""Visual spatial reasoning."" Transactions of the Association for Computational Linguistics (2023): 635–651. URL: https://aclanthology.org/2023.tacl-1.37, doi:10.1162/tacl_a_00566
"|mla|article|"@article{liu-etal-2023-visual,
    title = ""Visual Spatial Reasoning"",
    author = ""Liu, Fangyu  and
      Emerson, Guy  and
      Collier, Nigel"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.37"",
    doi = ""10.1162/tacl_a_00566"",
    pages = ""635--651"",
}
"
"McCoy, R. Thomas, Smolensky, Paul, Linzen, Tal, Gao, Jianfeng, and Celikyilmaz, Asli. ""How much do language models copy from their training data? evaluating linguistic novelty in text generation using RAVEN."" Transactions of the Association for Computational Linguistics (2023): 652–670. URL: https://aclanthology.org/2023.tacl-1.38, doi:10.1162/tacl_a_00567
"|mla|article|"@article{mccoy-etal-2023-much,
    title = ""How Much Do Language Models Copy From Their Training Data? Evaluating Linguistic Novelty in Text Generation Using {RAVEN}"",
    author = ""McCoy, R. Thomas  and
      Smolensky, Paul  and
      Linzen, Tal  and
      Gao, Jianfeng  and
      Celikyilmaz, Asli"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.38"",
    doi = ""10.1162/tacl_a_00567"",
    pages = ""652--670"",
}
"
"Riley, Parker, Dozat, Timothy, Botha, Jan A., Garcia, Xavier, Garrette, Dan, Riesa, Jason, Firat, Orhan, and Constant, Noah. ""FRMT: a benchmark for few-shot region-aware machine translation."" Transactions of the Association for Computational Linguistics (2023): 671–685. URL: https://aclanthology.org/2023.tacl-1.39, doi:10.1162/tacl_a_00568
"|mla|article|"@article{riley-etal-2023-frmt,
    title = ""{FRMT}: A Benchmark for Few-Shot Region-Aware Machine Translation"",
    author = ""Riley, Parker  and
      Dozat, Timothy  and
      Botha, Jan A.  and
      Garcia, Xavier  and
      Garrette, Dan  and
      Riesa, Jason  and
      Firat, Orhan  and
      Constant, Noah"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.39"",
    doi = ""10.1162/tacl_a_00568"",
    pages = ""671--685"",
}
"
"Song, Linfeng, Wang, Ante, Pan, Xiaoman, Zhang, Hongming, Yu, Dian, Jin, Lifeng, Mi, Haitao, Su, Jinsong, Zhang, Yue, and Yu, Dong. ""OpenFact: factuality enhanced open knowledge extraction."" Transactions of the Association for Computational Linguistics (2023): 686–702. URL: https://aclanthology.org/2023.tacl-1.40, doi:10.1162/tacl_a_00569
"|mla|article|"@article{song-etal-2023-openfact,
    title = ""{O}pen{F}act: Factuality Enhanced Open Knowledge Extraction"",
    author = ""Song, Linfeng  and
      Wang, Ante  and
      Pan, Xiaoman  and
      Zhang, Hongming  and
      Yu, Dian  and
      Jin, Lifeng  and
      Mi, Haitao  and
      Su, Jinsong  and
      Zhang, Yue  and
      Yu, Dong"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.40"",
    doi = ""10.1162/tacl_a_00569"",
    pages = ""686--702"",
}
"
"Petit, Alban, and Corro, Caio. ""On graph-based reentrancy-free semantic parsing."" Transactions of the Association for Computational Linguistics (2023): 703–722. URL: https://aclanthology.org/2023.tacl-1.41, doi:10.1162/tacl_a_00570
"|mla|article|"@article{petit-corro-2023-graph,
    title = ""On Graph-based Reentrancy-free Semantic Parsing"",
    author = ""Petit, Alban  and
      Corro, Caio"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.41"",
    doi = ""10.1162/tacl_a_00570"",
    pages = ""703--722"",
}
"
"Wang, Yanyan, Chen, Qun, Ahmed, Murtadha H.M., Chen, Zhaoqiang, Su, Jing, Pan, Wei, and Li, Zhanhuai. ""Supervised gradual machine learning for aspect-term sentiment analysis."" Transactions of the Association for Computational Linguistics (2023): 723–739. URL: https://aclanthology.org/2023.tacl-1.42, doi:10.1162/tacl_a_00571
"|mla|article|"@article{wang-etal-2023-supervised,
    title = ""Supervised Gradual Machine Learning for Aspect-Term Sentiment Analysis"",
    author = ""Wang, Yanyan  and
      Chen, Qun  and
      Ahmed, Murtadha H.M.  and
      Chen, Zhaoqiang  and
      Su, Jing  and
      Pan, Wei  and
      Li, Zhanhuai"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.42"",
    doi = ""10.1162/tacl_a_00571"",
    pages = ""723--739"",
}
"
"Qiang, Jipeng, Li, Yang, Zhang, Chaowei, Li, Yun, Zhu, Yi, Yuan, Yunhao, and Wu, Xindong. ""Chinese idiom paraphrasing."" Transactions of the Association for Computational Linguistics (2023): 740–754. URL: https://aclanthology.org/2023.tacl-1.43, doi:10.1162/tacl_a_00572
"|mla|article|"@article{qiang-etal-2023-chinese-idiom,
    title = ""{C}hinese Idiom Paraphrasing"",
    author = ""Qiang, Jipeng  and
      Li, Yang  and
      Zhang, Chaowei  and
      Li, Yun  and
      Zhu, Yi  and
      Yuan, Yunhao  and
      Wu, Xindong"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.43"",
    doi = ""10.1162/tacl_a_00572"",
    pages = ""740--754"",
}
"
"Ma, Xiaomeng, and Gao, Lingyu. ""Evaluating transformer models and human behaviors on Chinese character naming."" Transactions of the Association for Computational Linguistics (2023): 755–770. URL: https://aclanthology.org/2023.tacl-1.44, doi:10.1162/tacl_a_00573
"|mla|article|"@article{ma-gao-2023-evaluating,
    title = ""Evaluating Transformer Models and Human Behaviors on {C}hinese Character Naming"",
    author = ""Ma, Xiaomeng  and
      Gao, Lingyu"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.44"",
    doi = ""10.1162/tacl_a_00573"",
    pages = ""755--770"",
}
"
"Murtadha, Ahmed, Pan, Shengfeng, Bo, Wen, Su, Jianlin, Cao, Xinxin, Zhang, Wenze, and Liu, Yunfeng. ""Rank-aware negative training for semi-supervised text classification."" Transactions of the Association for Computational Linguistics (2023): 771–786. URL: https://aclanthology.org/2023.tacl-1.45, doi:10.1162/tacl_a_00574
"|mla|article|"@article{murtadha-etal-2023-rank,
    title = ""Rank-Aware Negative Training for Semi-Supervised Text Classification"",
    author = ""Murtadha, Ahmed  and
      Pan, Shengfeng  and
      Bo, Wen  and
      Su, Jianlin  and
      Cao, Xinxin  and
      Zhang, Wenze  and
      Liu, Yunfeng"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.45"",
    doi = ""10.1162/tacl_a_00574"",
    pages = ""771--786"",
}
"
"Zhang, Yusen, Liu, Yang, Yang, Ziyi, Fang, Yuwei, Chen, Yulong, Radev, Dragomir, Zhu, Chenguang, Zeng, Michael, and Zhang, Rui. ""MACSum: controllable summarization with mixed attributes."" Transactions of the Association for Computational Linguistics (2023): 787–803. URL: https://aclanthology.org/2023.tacl-1.46, doi:10.1162/tacl_a_00575
"|mla|article|"@article{zhang-etal-2023-macsum,
    title = ""{MACS}um: Controllable Summarization with Mixed Attributes"",
    author = ""Zhang, Yusen  and
      Liu, Yang  and
      Yang, Ziyi  and
      Fang, Yuwei  and
      Chen, Yulong  and
      Radev, Dragomir  and
      Zhu, Chenguang  and
      Zeng, Michael  and
      Zhang, Rui"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.46"",
    doi = ""10.1162/tacl_a_00575"",
    pages = ""787--803"",
}
"
"Chen, Yanran, and Eger, Steffen. ""MENLI: robust evaluation metrics from natural language inference."" Transactions of the Association for Computational Linguistics (2023): 804–825. URL: https://aclanthology.org/2023.tacl-1.47, doi:10.1162/tacl_a_00576
"|mla|article|"@article{chen-eger-2023-menli,
    title = ""{MENLI}: Robust Evaluation Metrics from Natural Language Inference"",
    author = ""Chen, Yanran  and
      Eger, Steffen"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.47"",
    doi = ""10.1162/tacl_a_00576"",
    pages = ""804--825"",
}
"
"Treviso, Marcos, Lee, Ji-Ung, Ji, Tianchu, van Aken, Betty, Cao, Qingqing, Ciosici, Manuel R., Hassid, Michael, Heafield, Kenneth, Hooker, Sara, Raffel, Colin, Martins, Pedro H., Martins, André F. T., Forde, Jessica Zosa, Milder, Peter, Simpson, Edwin, Slonim, Noam, Dodge, Jesse, Strubell, Emma, Balasubramanian, Niranjan, Derczynski, Leon, Gurevych, Iryna, and Schwartz, Roy. ""Efficient methods for natural language processing: a survey."" Transactions of the Association for Computational Linguistics (2023): 826–860. URL: https://aclanthology.org/2023.tacl-1.48, doi:10.1162/tacl_a_00577
"|mla|article|"@article{treviso-etal-2023-efficient,
    title = ""Efficient Methods for Natural Language Processing: A Survey"",
    author = ""Treviso, Marcos  and
      Lee, Ji-Ung  and
      Ji, Tianchu  and
      van Aken, Betty  and
      Cao, Qingqing  and
      Ciosici, Manuel R.  and
      Hassid, Michael  and
      Heafield, Kenneth  and
      Hooker, Sara  and
      Raffel, Colin  and
      Martins, Pedro H.  and
      Martins, Andr{\'e} F. T.  and
      Forde, Jessica Zosa  and
      Milder, Peter  and
      Simpson, Edwin  and
      Slonim, Noam  and
      Dodge, Jesse  and
      Strubell, Emma  and
      Balasubramanian, Niranjan  and
      Derczynski, Leon  and
      Gurevych, Iryna  and
      Schwartz, Roy"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.48"",
    doi = ""10.1162/tacl_a_00577"",
    pages = ""826--860"",
}
"
"Rennard, Virgile, Shang, Guokan, Hunter, Julie, and Vazirgiannis, Michalis. ""Abstractive meeting summarization: a survey."" Transactions of the Association for Computational Linguistics (2023): 861–884. URL: https://aclanthology.org/2023.tacl-1.49, doi:10.1162/tacl_a_00578
"|mla|article|"@article{rennard-etal-2023-abstractive,
    title = ""Abstractive Meeting Summarization: A Survey"",
    author = ""Rennard, Virgile  and
      Shang, Guokan  and
      Hunter, Julie  and
      Vazirgiannis, Michalis"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.49"",
    doi = ""10.1162/tacl_a_00578"",
    pages = ""861--884"",
}
"
"Hu, Jennifer, Levy, Roger, Degen, Judith, and Schuster, Sebastian. ""Expectations over unspoken alternatives predict pragmatic inferences."" Transactions of the Association for Computational Linguistics (2023): 885–901. URL: https://aclanthology.org/2023.tacl-1.50, doi:10.1162/tacl_a_00579
"|mla|article|"@article{hu-etal-2023-expectations,
    title = ""Expectations over Unspoken Alternatives Predict Pragmatic Inferences"",
    author = ""Hu, Jennifer  and
      Levy, Roger  and
      Degen, Judith  and
      Schuster, Sebastian"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.50"",
    doi = ""10.1162/tacl_a_00579"",
    pages = ""885--901"",
}
"
"Arora, Simran, Lewis, Patrick, Fan, Angela, Kahn, Jacob, and Ré, Christopher. ""Reasoning over public and private data in retrieval-based systems."" Transactions of the Association for Computational Linguistics (2023): 902–921. URL: https://aclanthology.org/2023.tacl-1.51, doi:10.1162/tacl_a_00580
"|mla|article|"@article{arora-etal-2023-reasoning,
    title = ""Reasoning over Public and Private Data in Retrieval-Based Systems"",
    author = ""Arora, Simran  and
      Lewis, Patrick  and
      Fan, Angela  and
      Kahn, Jacob  and
      R{\'e}, Christopher"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""11"",
    year = ""2023"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2023.tacl-1.51"",
    doi = ""10.1162/tacl_a_00580"",
    pages = ""902--921"",
}
"
